geometry,name,cuisine,opening_hours,wheelchair,takeaway,addr:street,category
POINT (-122.6382951 45.5590035),,,,,,,bicycle_parking
POINT (-122.6380457 45.5590041),,,,,,,waste_basket
POINT (-122.6381932 45.5590041),,,,,,,bicycle_parking
POINT (-122.641094 45.559013),,,,,,,waste_basket
POINT (-122.6412764 45.5590139),,,,,,,bicycle_parking
POINT (-122.6413079 45.5590139),,,,,,,bicycle_parking
POINT (-122.6415292 45.5590139),,,,,,,bicycle_parking
POINT (-122.6416123 45.5590139),,,,,,,bicycle_parking
POINT (-122.6423409 45.5590207),,,,,,,bicycle_parking
POINT (-122.6843589 45.5140927),,,,,,,fountain
POINT (-122.6850866 45.5127965),,,,,,,fountain
POINT (-122.6349306 45.5587747),,,,,,,bicycle_parking
POINT (-122.6363641 45.5588458),,,,,,,artwork
POINT (-122.6349306 45.5588977),,,,,,,bicycle_parking
POINT (-122.6349306 45.5589395),,,,,,,bicycle_parking
POINT (-122.6360032 45.5589612),,,,,,,artwork
POINT (-122.6360371 45.5589613),,,,,,,artwork
POINT (-122.6360709 45.5589614),,,,,,,artwork
POINT (-122.6361048 45.5589615),,,,,,,artwork
POINT (-122.6361386 45.5589616),,,,,,,artwork
POINT (-122.6361725 45.5589617),,,,,,,artwork
POINT (-122.6361158 45.558966),,,,,,,bicycle_parking
POINT (-122.6361839 45.5589665),,,,,,,bicycle_parking
POINT (-122.6349923 45.5589949),,,,,,,waste_basket
POINT (-122.6347992 45.5589085),,,,,,,bicycle_parking
POINT (-122.634657 45.5589874),,,,,,,bicycle_parking
POINT (-122.6346999 45.5589874),,,,,,,bicycle_parking
POINT (-122.633967 45.559097),,,,,,,waste_basket
POINT (-122.6350862 45.5590994),,,,,,,bicycle_parking
POINT (-122.6353872 45.5591012),,,,,,,bicycle_parking
POINT (-122.6352572 45.5591017),,,,,,,bicycle_parking
POINT (-122.6354756 45.5591035),,,,,,,bicycle_parking
POINT (-122.635662 45.5591035),,,,,,,bicycle_parking
POINT (-122.6355842 45.5591039),,,,,,,bicycle_parking
POINT (-122.6352904 45.5591435),,,,,,,artwork
POINT (-122.6349789 45.5591524),,,,,,,bicycle_parking
POINT (-122.6349782 45.5591848),,,,,,,bicycle_parking
POINT (-122.636096 45.5591034),,,,,,,bicycle_parking
POINT (-122.6361235 45.5591048),,,,,,,bicycle_parking
POINT (-122.6365835 45.5591048),,,,,,,bicycle_parking
POINT (-122.6366036 45.5591052),,,,,,,bicycle_parking
POINT (-122.6366412 45.5591052),,,,,,,bicycle_parking
POINT (-122.6380547 45.5591095),,,,,,,bicycle_parking
POINT (-122.6395011 45.5591186),,,,,,,bicycle_parking
POINT (-122.6395259 45.5591196),,,,,,,bicycle_parking
POINT (-122.6408435 45.5591156),,,,,,,waste_basket
POINT (-122.6408945 45.5592414),,,,,,,bicycle_parking
POINT (-122.6408918 45.5592883),,,,,,,bicycle_parking
POINT (-122.6422577 45.5592522),Body Aware Massage,,,,,Northeast Alberta Street,massage
POINT (-122.6420901 45.5592757),Peacock Window,nepalese,,,only,Northeast Alberta Street,fast_food
POINT (-122.6440008 45.5591275),,,,,,,bicycle_parking
POINT (-122.6416522 45.5591278),,,,,,,bicycle_parking
POINT (-122.6416817 45.5591282),,,,,,,bicycle_parking
POINT (-122.6417112 45.5591287),,,,,,,bicycle_parking
POINT (-122.6420559 45.5591292),,,,,,,bicycle_parking
POINT (-122.6421096 45.5591295),,,,,,,bicycle_parking
POINT (-122.6421994 45.55913),,,,,,,bicycle_parking
POINT (-122.642489 45.5591315),,,,,,,bicycle_parking
POINT (-122.6425347 45.5591318),,,,,,,bicycle_parking
POINT (-122.6425722 45.559132),,,,,,,bicycle_parking
POINT (-122.6440585 45.5591341),,,,,,,bicycle_parking
POINT (-122.644491 45.5591389),,,,,,,bicycle_parking
POINT (-122.6445158 45.5591392),,,,,,,bicycle_parking
POINT (-122.6445406 45.5591395),,,,,,,bicycle_parking
POINT (-122.6445654 45.5591397),,,,,,,bicycle_parking
POINT (-122.645704 45.5591412),,,,,,,waste_basket
POINT (-122.6428337 45.5591682),,,,,,,bicycle_parking
POINT (-122.643811 45.5591811),,,,,,,post_box
POINT (-122.6469321 45.5591362),,,,,,,waste_basket
POINT (-122.6471038 45.5591467),,,,,,,bicycle_parking
POINT (-122.6471281 45.5591468),,,,,,,bicycle_parking
POINT (-122.6471525 45.5591469),,,,,,,bicycle_parking
POINT (-122.6471768 45.559147),,,,,,,bicycle_parking
POINT (-122.6472011 45.5591471),,,,,,,bicycle_parking
POINT (-122.6472255 45.5591472),,,,,,,bicycle_parking
POINT (-122.6472498 45.5591473),,,,,,,bicycle_parking
POINT (-122.6472741 45.5591474),,,,,,,bicycle_parking
POINT (-122.6467066 45.5592301),,,,,,,artwork
POINT (-122.6481197 45.5593353),Blendily,,,,,Northeast Alberta Street,chemist
POINT (-122.6482203 45.5592677),Illustrated Playing Cards,,,,,Northeast Alberta Street,stationery
POINT (-122.6482203 45.5591954),Local Discoveries,,,,,Northeast Alberta Street,gift
POINT (-122.6481224 45.5592635),Musique Plastique,,,,,Northeast Alberta Street,music
POINT (-122.6492751 45.5592865),Sky Kitchen,thai,,,only,Northeast Alberta Street,fast_food
POINT (-122.6481251 45.5591916),StuStuStudio,,Mo-Sa 12:00-18:00; Tu off; Su 11:00-17:00,,,Northeast Alberta Street,art
POINT (-122.6493247 45.5592175),Sweet Street,barbecue,,,only,Northeast Alberta Street,fast_food
POINT (-122.6490752 45.5592048),Tacos Pa'Ella,mexican,,,only,Northeast Alberta Street,fast_food
POINT (-122.649273 45.5592198),The Imp and Nada,latin_american,,,only,Northeast Alberta Street,fast_food
POINT (-122.6482203 45.55934),Zuzu Salon,,,,,Northeast Alberta Street,hairdresser
POINT (-122.650712 45.5591456),,,,,,,bicycle_parking
POINT (-122.6484965 45.5591489),,,,,,,bicycle_parking
POINT (-122.6480942 45.5591503),,,,,,,bicycle_parking
POINT (-122.6482377 45.5591513),,,,,,,bicycle_parking
POINT (-122.6490779 45.5591531),,,,,,,bicycle_parking
POINT (-122.6512029 45.5591625),,,,,,,bicycle_parking
POINT (-122.6495996 45.559163),,,,,,,waste_basket
POINT (-122.6192102 45.5353198),Velux,,,,,Northeast Broadway,pet_grooming
POINT (-122.6190845 45.535309),Gift Of Life Clinic,,,,,Northeast Broadway,clinic
POINT (-122.6522027 45.5591991),Pedacito de Mexico,mexican,,,only,Northeast Alberta Street,fast_food
POINT (-122.6531716 45.5591658),,,,,,,bicycle_parking
POINT (-122.6532434 45.5591666),,,,,,,bicycle_parking
POINT (-122.653344 45.5591677),,,,,,,bicycle_parking
POINT (-122.6822313 45.5141634),Northwest Pilot Project,,"Mo-Fr 09:00-12:00,13:00-16:30; Th 13:00-16:30",,,Southwest Broadway,social_facility
POINT (-122.6815588 45.5138636),,,,,,,waste_basket
POINT (-122.6814931 45.5139609),,,,,,,bicycle_parking
POINT (-122.6814622 45.5140248),,,,,,,bicycle_parking
POINT (-122.68223 45.5143636),,,,,,,bicycle_parking
POINT (-122.6821683 45.5144801),,,,,,,bicycle_parking
POINT (-122.681193 45.5145245),,,,,,,waste_basket
POINT (-122.6820067 45.5147616),,,,,,,drinking_water
POINT (-122.6808175 45.5152096),,,,,,,waste_basket
POINT (-122.6816453 45.5154283),,,,,,,waste_basket
POINT (-122.6806985 45.5154321),,,,,,,bicycle_parking
POINT (-122.6806059 45.5156078),,,,,,,bicycle_parking
POINT (-122.6815051 45.5156895),,,,,,,bicycle_parking
POINT (-122.6809814 45.515839),,,,,,,bicycle_parking
POINT (-122.6813107 45.5159212),,,,,,,waste_basket
POINT (-122.5999564 45.4975702),,,,,,,waste_basket
POINT (-122.599343 45.4975895),United States Postal Service,,,,,,post_box
POINT (-122.6739554 45.5229297),5 Star Food,mediterranean,,,only,,fast_food
POINT (-122.6739406 45.5217021),,,,,,,bicycle_parking
POINT (-122.6739091 45.5215062),,,,,,,waste_basket
POINT (-122.6736329 45.5219845),,,,,,,bicycle_parking
POINT (-122.6746025 45.5219859),,,,,,,bicycle_parking
POINT (-122.6743624 45.5224049),,,,,,,waste_basket
POINT (-122.6940594 45.526495),Pope House,,"Su-Th 16:00-24:00, Fr,Sa 16:00-01:00",,,Northwest Glisan Street,bar
POINT (-122.6902047 45.5265156),Natural Mart #3,,Mo-Sa 08:00-23:00; Su 09:00-22:00,,,Northwest 19th Avenue,convenience
POINT (-122.6913327 45.5298071),Local Roasting Co.,,,,,Northwest Lovejoy Street,cafe
POINT (-122.6943783 45.5269474),United States Postal Service,,,,,,post_box
POINT (-122.676263 45.5180044),Regal Cinemas Pioneer Place 6,,,,,Southwest Morrison Street,cinema
POINT (-122.536919 45.5204667),Ron Tonkin Honda,,Mo-Th 08:00-20:00; Fr-Sa 08:00-21:00; Su 10:00-20:00,,,Southeast 122nd Avenue,car
POINT (-122.5374604 45.5221217),,,,,,,bicycle_parking
POINT (-122.5373825 45.522112),,,,,,,bicycle_parking
POINT (-122.537547 45.5174328),United States Postal Service,,,,,,post_box
POINT (-122.5333424 45.5188673),Plaza 125,,,,,,mall
POINT (-122.5332705 45.5188799),Emergency Tooth Doctor,,,,,Southeast Stark Street,dentist
POINT (-122.5334751 45.5188894),Oregon Injury Clinic,,,,,Southeast Stark Street,doctors
POINT (-122.530984 45.5187939),Rainbow Dragon,chinese,,,,Southeast Stark Street,restaurant
POINT (-122.5298261 45.5188814),Gateway Auto Center,,,,,Southeast Stark Street,car_repair
POINT (-122.5290399 45.5187605),130th Stark Street Mall,,,,,Southeast Stark Street,mall
POINT (-122.7193028 45.5411057),,,,,,,bicycle_parking
POINT (-122.5215731 45.5188265),VCA Southeast Portland Animal Hospital,,,,,Southeast Stark Street,veterinary
POINT (-122.5206366 45.5187256),Sunrise Dental,,,,,Southeast Stark Street,dentist
POINT (-122.520748 45.5187164),SmileKeepers,,,,,Southeast Stark Street,dentist
POINT (-122.5207434 45.518694),Great Grins for Kids,,,,,Southeast Stark Street,dentist
POINT (-122.5207449 45.5187407),Stark Street Family Dental,,,,,Southeast Stark Street,dentist
POINT (-122.5536378 45.5161809),,,,,,Southeast 106th Avenue,bicycle_parking
POINT (-122.6782677 45.5244143),,,,,,,bicycle_parking
POINT (-122.6780345 45.5244207),,,,,,,bicycle_parking
POINT (-122.6779052 45.5244207),,,,,,,bicycle_parking
POINT (-122.6776835 45.5244272),,,,,,,bicycle_parking
POINT (-122.6777274 45.524864),,,,,,,bicycle_parking
POINT (-122.6781199 45.5251148),,,,,,,bicycle_parking
POINT (-122.678487 45.5249611),Biketown,,,,,,bicycle_rental
POINT (-122.6784525 45.5249708),,,,,,,bicycle_parking
POINT (-122.6784271 45.5247815),,,,,,,bicycle_parking
POINT (-122.6779118 45.5245347),Nepenthes,,,,,,artwork
POINT (-122.6888343 45.5302488),Corsa Cafe,coffee_shop,,,,Northwest 17th Avenue,cafe
POINT (-122.688896 45.5300318),,,,,,,bicycle_parking
POINT (-122.6886623 45.5302323),,,,,,,bicycle_parking
POINT (-122.6886234 45.5302563),,,,,,,bicycle_parking
POINT (-122.6894358 45.530486),,,,,,,bicycle_parking
POINT (-122.6894371 45.5305424),,,,,,,bicycle_parking
POINT (-122.6885791 45.5305912),,,,,,,bicycle_parking
POINT (-122.6889744 45.530641),,,,,,,bicycle_parking
POINT (-122.6890361 45.530641),,,,,,,bicycle_parking
POINT (-122.6856545 45.5258661),BrewCycle,,,,,Northwest Flanders Street,bicycle_rental
POINT (-122.6851966 45.5256601),,,,,,,bicycle_parking
POINT (-122.6859892 45.5258039),,,,,,,bicycle_parking
POINT (-122.6858108 45.5258062),,,,,,,bicycle_parking
POINT (-122.6855613 45.5258133),,,,,,,bicycle_parking
POINT (-122.6346929 45.5330792),Fred Meyer Pharmacy,,Mo-Fr 09:00-21:00; Sa 09:00-19:00; Su 10:00-18:00,,,Northeast Weidler Street,pharmacy
POINT (-122.635083 45.5336267),Starbucks,coffee_shop,Mo-Fr 05:00-19:00; Sa-Su 05:30-19:00,,yes,Northeast Weidler Street,cafe
POINT (-122.63508 45.5331678),Fred Meyer Jewelers,,Mo-Sa 09:00-21:00; Su 10:00-18:00,,,Northeast Weidler Street,jewelry
POINT (-122.6859842 45.5250916),,,,,,,bicycle_parking
POINT (-122.6857437 45.5250988),,,,,,,bicycle_parking
POINT (-122.685341 45.5252053),,,,,,,bicycle_parking
POINT (-122.6862 45.5253152),,,,,,,bicycle_parking
POINT (-122.6862007 45.5253523),,,,,,,bicycle_parking
POINT (-122.6862101 45.525692),,,,,,,waste_basket
POINT (-122.6535116 45.514395),,,,,,,bicycle_parking
POINT (-122.6536226 45.5144573),,,,,,,bicycle_parking
POINT (-122.6535196 45.5128522),,,,,,,bicycle_parking
POINT (-122.7309828 45.4376732),,,,,,,artwork
POINT (-122.7320096 45.4373107),Gong,,,,,,artwork
POINT (-122.7305794 45.4376446),,,,,,,bicycle_parking
POINT (-122.7312239 45.4368925),,,,,,,bench
POINT (-122.7323206 45.4371935),,,,,,,theatre
POINT (-122.7321116 45.4387539),,,,,,,artwork
POINT (-122.7311849 45.4377893),,,,,,,bench
POINT (-122.7318307 45.4388541),,,,,,,artwork
POINT (-122.6847507 45.5303892),Safeway,,Mo-Fr 09:00-21:00; Sa 09:00-18:00; Su 10:00-18:00,,,Northwest Lovejoy Street,pharmacy
POINT (-122.6862972 45.5302325),Skin Tight Spa,,,,,Northwest Marshall Street,beauty
POINT (-122.6855895 45.5306751),,,,,,,waste_basket
POINT (-122.6670256 45.5546852),Coco Donuts,,07:00-14:00,yes,,North Skidmore Street,bakery
POINT (-122.666923 45.5546839),Hengry Dumpling House,,Mo-Su 11:00-21:00,,,North Williams Avenue,restaurant
POINT (-122.6859452 45.5312955),Portland Dermatology Clinic,,,,,Northwest Northrup Street,doctors
POINT (-122.6863213 45.530846),White Space,,,,,Northwest Marshall Street,art
POINT (-122.6863853 45.5309751),,,,,,,parking_entrance
POINT (-122.6855593 45.5312481),,,,,,,bicycle_parking
POINT (-122.68556 45.5312903),,,,,,,bicycle_parking
POINT (-122.6855492 45.5313763),,,,,,,waste_basket
POINT (-122.686381 45.5313913),,,,,,,waste_basket
POINT (-122.6860206 45.5313998),,,,,,,bicycle_parking
POINT (-122.6858892 45.5314021),,,,,,,bicycle_parking
POINT (-122.6854107 45.5312904),,,,,,,motorcycle_parking
POINT (-122.6852709 45.5315111),,,,,,,waste_basket
POINT (-122.6856703 45.5322317),,,,,,,bicycle_parking
POINT (-122.6856025 45.5323031),,,,,,,bicycle_parking
POINT (-122.6887605 45.5334244),ARC,,,,,Northwest 17th Avenue,copyshop
POINT (-122.6864102 45.5327703),Metroman,,,,,Northwest Pettygrove Street,hairdresser
POINT (-122.6878445 45.5328006),,,,,,,bicycle_parking
POINT (-122.6877466 45.5328053),,,,,,,bicycle_parking
POINT (-122.6832999 45.5249754),,,,,,,bicycle_parking
POINT (-122.6822907 45.5252758),,,,,,,information
POINT (-122.6822907 45.5253092),,,,,,,bicycle_parking
POINT (-122.6830347 45.5243297),,,,,,,bicycle_parking
POINT (-122.6825472 45.5244462),,,,,,,bicycle_parking
POINT (-122.6824741 45.524449),,,,,,,bicycle_parking
POINT (-122.682281 45.5248211),,,,,,,bicycle_parking
POINT (-122.6822864 45.5248944),,,,,,,bicycle_parking
POINT (-122.6831423 45.5249741),,,,,,,bicycle_parking
POINT (-122.6829851 45.525046),,,,,,,bicycle_parking
POINT (-122.6823427 45.5250466),,,,,,,waste_basket
POINT (-122.6827128 45.5250477),,,,,,,bicycle_parking
POINT (-122.6825761 45.5250486),,,,,,,bicycle_parking
POINT (-122.68245 45.5250494),,,,,,,bicycle_parking
POINT (-122.6831098 45.5237703),,,,,,,waste_basket
POINT (-122.683019 45.523711),,,,,,,bench
POINT (-122.683109 45.5237765),,,,,,,recycling
POINT (-122.683241 45.523772),,,,,,,bench
POINT (-122.6822337 45.5237749),,,,,,,information
POINT (-122.682233 45.5238007),,,,,,,waste_basket
POINT (-122.6822354 45.5239322),,,,,,,bicycle_parking
POINT (-122.6830967 45.5239393),,,,,,,bicycle_parking
POINT (-122.6830667 45.5240206),,,,,,,parking_entrance
POINT (-122.6820952 45.5240699),,,,,,,bicycle_parking
POINT (-122.6831369 45.5242696),,,,,,,bicycle_parking
POINT (-122.6831248 45.5242877),,,,,,,recycling
POINT (-122.6831404 45.524289),,,,,,,waste_basket
POINT (-122.6823172 45.5243433),,,,,,,bicycle_parking
POINT (-122.6830813 45.524433),,,,,,,waste_basket
POINT (-122.6832514 45.5237968),,,,,,,waste_basket
POINT (-122.6832511 45.523806),,,,,,,recycling
POINT (-122.6838329 45.5237039),,,,,,,bicycle_parking
POINT (-122.6835024 45.5237072),,,,,,,bicycle_parking
POINT (-122.6840728 45.5239802),,,,,,,parking_entrance
POINT (-122.6840649 45.524316),,,,,,,waste_basket
POINT (-122.6840637 45.5243237),,,,,,,recycling
POINT (-122.683501 45.5251373),,,,,,,bicycle_parking
POINT (-122.6835641 45.5251392),,,,,,,bicycle_parking
POINT (-122.6833025 45.5253477),,,,,,,bicycle_parking
POINT (-122.6843607 45.5236927),,,,,,,bicycle_parking
POINT (-122.6843105 45.5239408),,,,,,,parking_entrance
POINT (-122.6843338 45.5248671),,,,,,,bicycle_parking
POINT (-122.6850098 45.5249902),,,,,,,bicycle_parking
POINT (-122.684539 45.5250053),,,,,,,bicycle_parking
POINT (-122.6773825 45.5212016),Talos No. 2,,,,,,artwork
POINT (-122.6765176 45.5209401),,,,,,,waste_basket
POINT (-122.6773704 45.5211683),,,,,,,drinking_water
POINT (-122.676382 45.5212233),,,,,,,bicycle_parking
POINT (-122.677332 45.5212923),,,,,,,bench
POINT (-122.6773953 45.5214939),,,,,,,bicycle_parking
POINT (-122.6764075 45.5215014),,,,,,,car_sharing
POINT (-122.6766576 45.5215474),,,,,,,waste_basket
POINT (-122.6776967 45.5209469),Daddy Long Legs,,,,,,artwork
POINT (-122.6777588 45.5205318),Untitled,,,,,,artwork
POINT (-122.6770929 45.5195455),,,,,,,waste_basket
POINT (-122.6773463 45.5195475),,,,,,,bicycle_parking
POINT (-122.6770365 45.5196678),,,,,,,bench
POINT (-122.6779391 45.5197181),,,,,,,bicycle_parking
POINT (-122.6780638 45.519735),,,,,,,bicycle_parking
POINT (-122.6781349 45.51981),,,,,,,waste_basket
POINT (-122.6784262 45.519831),,,,,,,bicycle_parking
POINT (-122.6782918 45.5198513),,,,,,,waste_basket
POINT (-122.6786701 45.5199336),,,,,,,parking_entrance
POINT (-122.678795 45.5199471),,,,,,,bicycle_parking
POINT (-122.6789117 45.519979),,,,,,,bicycle_parking
POINT (-122.6780427 45.5200157),,,,,,,bicycle_parking
POINT (-122.6781969 45.5200687),,,,,,,bicycle_parking
POINT (-122.6790777 45.5201729),,,,,,,bicycle_parking
POINT (-122.6767361 45.5201943),,,,,,,waste_basket
POINT (-122.6768883 45.5202558),,,,,,,waste_basket
POINT (-122.6792537 45.5202647),,,,,,,clock
POINT (-122.6790059 45.5203058),,,,,,,bicycle_parking
POINT (-122.6780416 45.5203164),,,,,,,waste_basket
POINT (-122.6778586 45.5203172),,,,,,,waste_basket
POINT (-122.67775 45.5203237),,,,,,,bicycle_parking
POINT (-122.676649 45.5203324),,,,,,,bench
POINT (-122.6774821 45.5203587),,,,,,,bicycle_parking
POINT (-122.6766305 45.5203643),,,,,,,bicycle_parking
POINT (-122.6765165 45.5203878),,,,,,,fountain
POINT (-122.6781566 45.5204221),,,,,,,bicycle_parking
POINT (-122.676712 45.5205621),,,,,,,bench
POINT (-122.6764793 45.5206552),,,,,,,waste_basket
POINT (-122.6762429 45.5206758),,,,,,,bicycle_parking
POINT (-122.6763475 45.5207031),,,,,,,bicycle_parking
POINT (-122.67669 45.5207876),United States Postal Service,,,,,,post_box
POINT (-122.6767498 45.5208036),,,,,,,waste_basket
POINT (-122.6770248 45.5208835),,,,,,,bicycle_parking
POINT (-122.6774828 45.5209682),,,,,,,waste_basket
POINT (-122.6795223 45.5172927),Winter Rider No. 2,,,,,,artwork
POINT (-122.6786452 45.5174994),,,,,,,bicycle_parking
POINT (-122.6788048 45.5175493),,,,,,,bicycle_parking
POINT (-122.57004 45.5191458),USPS,,,,,,post_box
POINT (-122.676388 45.5961223),CHEF'STORE,,Mo-Sa 06:00-18:00; Su 08:00-17:00,,,North Hayden Meadows Drive,wholesale
POINT (-122.6821536 45.5193107),,,,,,,waste_basket
POINT (-122.682171 45.5195889),,,,,,,parking_entrance
POINT (-122.5485415 45.4765003),Union 76 Fuel,,,,,Southeast Foster Road,convenience
POINT (-122.650578 45.5049188),Little Free Library,,,,,,public_bookcase
POINT (-122.6518145 45.5049777),,,,,,,bicycle_parking
POINT (-122.6879857 45.5132791),,,,,,,waste_basket
POINT (-122.6877094 45.5141963),,,,,,,bicycle_parking
POINT (-122.687688 45.5142376),,,,,,,bicycle_parking
POINT (-122.687625 45.5143401),,,,,,,bicycle_parking
POINT (-122.6858731 45.5150162),,,,,,,bicycle_parking
POINT (-122.6873064 45.5153625),,,,,,,bicycle_parking
POINT (-122.6870637 45.5154156),,,,,,,bicycle_parking
POINT (-122.685843 45.5154908),,,,,,,bicycle_parking
POINT (-122.6877886 45.5154988),,,,,,,bicycle_parking
POINT (-122.6858148 45.515543),,,,,,,bicycle_parking
POINT (-122.6878717 45.5156576),,,,,,,bicycle_parking
POINT (-122.6869899 45.5158808),,,,,,,waste_basket
POINT (-122.6872568 45.5159494),,,,,,,bicycle_parking
POINT (-122.6876934 45.5159799),,,,,,,bench
POINT (-122.557794 45.5337093),Car Toys,,,,,,electronics
POINT (-122.5653218 45.5582588),,,,,,,shelter
POINT (-122.5649308 45.5584049),,,,,,,shelter
POINT (-122.5652319 45.5584095),,,,,,,shelter
POINT (-122.5647826 45.5585311),,,,,,,shelter
POINT (-122.565081 45.5585349),,,,,,,shelter
POINT (-122.5646298 45.5586565),,,,,,,shelter
POINT (-122.5649328 45.558664),,,,,,,shelter
POINT (-122.5644594 45.5587739),,,,,,,shelter
POINT (-122.5647813 45.5587917),,,,,,,shelter
POINT (-122.6794422 45.592605),Portland Fitness Equipment,,,,,North Hayden Meadows Drive,sports
POINT (-122.6804945 45.590286),T.J.'s Xpress,,,,,,cafe
POINT (-122.6815987 45.5949174),Delta Mini Market,,,,,North Whitaker Road,convenience
POINT (-122.7071749 45.4986924),,,,,,,bench
POINT (-122.7071762 45.4987136),,,,,,,bench
POINT (-122.7073844 45.498787),,,,,,,waste_basket
POINT (-122.7073714 45.4987918),,,,,,,bicycle_parking
POINT (-122.7080815 45.4989053),,,,,,,bench
POINT (-122.7080828 45.4990351),,,,,,,bench
POINT (-122.7078468 45.499232),,,,,,,viewpoint
POINT (-122.707149 45.5039225),,,,,,,post_box
POINT (-122.7073828 45.5039888),,,,,,,drinking_water
POINT (-122.7076571 45.5040447),,,,,,,bench
POINT (-122.7077375 45.5040513),,,,,,,public_bookcase
POINT (-122.6890784 45.4978508),,,,,,,bicycle_parking
POINT (-122.6455092 45.5047786),,,,,,,bicycle_parking
